mode,K_or_FPR,threshold,precision,recall,fpr,alerts,alerts_per_day
topk,0.5,0.9935670028587469,0.9204737732656514,0.13385826771653545,0.0004121216372628108,591,14.071428571428571
topk,1.0,0.9705749365567818,0.8883248730964467,0.25836614173228345,0.0011574480025253412,1182,28.142857142857142
topk,2.0,0.8752669007880493,0.6728734659331358,0.391240157480315,0.0067780856511521865,2363,56.26190476190476
topk,5.0,0.7042801227611889,0.39400609549610566,0.5725885826771654,0.031382624250289363,5906,140.61904761904762
