run_id,calibrator,window,mode,budget_type,budget_value,threshold_prob,precision,recall,fpr,alerts,alerts_per_day
2025_09_08_14_07_49,isotonic,full,fpr,FPR_percent,0.1,0.8181818181818182,0.901656314699793,0.2143208661417323,0.0008330118199992985,966,23.0
2025_09_08_14_07_49,isotonic,full,fpr,FPR_percent,0.5,0.39690721649484534,0.725565719788156,0.3708169291338583,0.004998070919995791,2077,49.45238095238095
2025_09_08_14_07_49,isotonic,full,fpr,FPR_percent,1.0,0.27741935483870966,0.6120353982300885,0.4254429133858268,0.009610325839149801,2825,67.26190476190476
2025_09_08_14_07_49,isotonic,full,fpr,FPR_percent,2.0,0.2038095238095238,0.49162011173184356,0.49803149606299213,0.0183525656764056,4117,98.02380952380952
2025_09_08_14_07_49,isotonic,full,topk,K_percent,0.5,0.842741935483871,0.9306260575296108,0.13533464566929135,0.0003595103644207499,591,14.071428571428571
2025_09_08_14_07_49,isotonic,full,topk,K_percent,1.0,0.6808510638297871,0.8883248730964467,0.25836614173228345,0.0011574480025253412,1182,28.142857142857142
2025_09_08_14_07_49,isotonic,full,topk,K_percent,2.0,0.3050314465408805,0.6779517562420652,0.3941929133858268,0.006672863105468065,2363,56.26190476190476
2025_09_08_14_07_49,isotonic,full,topk,K_percent,5.0,0.1537053979871912,0.3956992888587877,0.5750492125984252,0.03129493879555259,5906,140.61904761904762
